timestamp,device_id,sensor_1,sensor_2,network_latency,packet_loss,protocol,label
2023-01-01 00:00:00,Device_C,50.48521627944827,101.76813772583695,42.11973776539992,0.6416293109438226,CoAP,Normal
2023-01-01 00:01:00,Device_A,41.69049883588962,129.55060162110524,41.84102428627924,2.8924625411466502,CoAP,Normal
2023-01-01 00:02:00,Device_C,52.704568257798385,77.1662177173299,84.57000381154732,3.467110640281545,HTTP,Normal
2023-01-01 00:03:00,Device_C,49.49761890550863,96.12681081440564,81.0363563487717,3.503057481972258,CoAP,Normal
2023-01-01 00:04:00,Device_A,47.6105195313359,85.66355358794391,37.70162485126711,3.7673605532979835,CoAP,Normal
2023-01-01 00:05:00,Device_A,210.5422000652685,2.9460015318647192,92.24095994859334,4.364297107828323,MQTT,False Data Injection
2023-01-01 00:06:00,Device_C,44.23228669431667,98.34638628314602,95.75335153022554,2.499794959823942,MQTT,Normal
2023-01-01 00:07:00,Device_B,57.55391225825756,97.56504983233432,39.40682878270367,3.651245947647856,HTTP,Normal
2023-01-01 00:08:00,Device_C,55.009171876243805,130.26899486484263,490.40665161372164,76.814173967631,MQTT,DoS
2023-01-01 00:09:00,Device_C,40.22444755201449,112.61623369109554,55.5070738079763,0.9331996989884128,MQTT,Normal
2023-01-01 00:10:00,Device_C,50.99332305429226,79.51626351341591,94.70087312803062,0.12844822434704084,HTTP,Normal
2023-01-01 00:11:00,Device_C,57.51387123371789,137.08185132668376,88.86874898280804,1.422706928384669,CoAP,Normal
2023-01-01 00:12:00,Device_A,185.897855012339,11.820542721213345,19.231116632523083,2.215168531688097,HTTP,False Data Injection
2023-01-01 00:13:00,Device_C,206.14005313670182,-0.9224636752590438,45.345766894427456,3.0855297221432814,MQTT,False Data Injection
2023-01-01 00:14:00,Device_B,196.66959613604718,11.367643855708819,59.80340707747946,4.249796652516027,HTTP,False Data Injection
2023-01-01 00:15:00,Device_A,55.70598668593159,80.81121526553041,55.28192252963861,0.9812285835308282,CoAP,Normal
2023-01-01 00:16:00,Device_B,42.367408434574834,92.55586447857894,474.4247986182981,34.4427551398104,HTTP,DoS
2023-01-01 00:17:00,Device_B,31.95117899335481,121.77497239408372,87.29350940513392,4.8173997373716375,MQTT,Normal
2023-01-01 00:18:00,Device_B,33.72457562116837,137.69172611869217,70.92467046971535,0.5402227968820356,MQTT,Normal
2023-01-01 00:19:00,Device_B,50.48084946661382,130.86487056544377,85.41175373666232,2.392455350535946,HTTP,Normal
2023-01-01 00:20:00,Device_A,52.59722501721482,90.22301156427451,87.2887851414525,2.9278186439665093,CoAP,Normal
2023-01-01 00:21:00,Device_A,40.956833748955916,77.60765133421978,77.35202682991658,2.706872104537191,HTTP,Normal
